Original_Dialect,MSA_conversion
هذاً لكلتهن كلهن ولعديتهن بإذن الله نخليك شوفهن ليوتيوب يعني احلم حلم عراق انصحك يصورولك بكل مكان للعراق علمود تشبع منة,هذا ما قلته لهن جميعًا، وبإذن الله، سأجعلك تشاهدهن على يوتيوب، أيها الحالم بحلم العراق. أنصحك بأن يقوموا بتصويرك في كل مكان في العراق حتى تشبع منه.
المايعجب قائدنه بالبطه نشيله هاي الهتفات ردها امي,من لا يعجب بقائدنا، سنزيله. هذه الهتافات ردّدتها أمي.
تره اسمه المرأه حبي مخربط دتحجي الكحاب تاكد ِْن التاريخ بيبي,اسمه المرأة حبي، أنت مخطئ، تحقق من التاريخ أيها الأحمق.
ليش التهجم ليش الجراوي اعتدوا حالوا يتحرشون بيك بالشارع ضربوك بلوك راسك زين خطفوك وعذبوك انت منهم وكاعد تضيع شاش لان مستحيل شخص يتهجهم شخص مأذيه,لماذا هذا الهجوم؟ لماذا يتصرف هؤلاء كالكلاب؟ هل حاولوا التحرش بك في الشارع؟ هل ضربوك؟ هل وضعوا لك بلوك؟ هل تم اختطافك وتعذيبك؟ أنت منهم، وتجلس هناك وتضيع الوقت. من المستحيل أن يهاجم شخص شخصًا آخر لم يؤذه.
رهيبه بالمكا,رائعة في مكانها.
هاي رزالة جاي تعلمه الأثنين كلاهم,هذه رزالة، وهي تعلمه الاثنين معًا.
يمضرط وحده,أنت تتحدث هراءً وحدك.
نظرتك للمرأة دياحه وسفر,نظرتك للمرأة غير أخلاقية وتتعلق بالسفر.
دنجب زعطو,أنجب يا ابن الزانية.
اكل خرة بعث,تناول البراز أيها البعثي.
طبعا متره,بالطبع، أنت 
إبن هويام وين ماكو مومس تأيد تغريداتك يعني أنك عراب ال,ابن هويام. أينما توجد مومس، ستجد تأييدًا لتغريداتك. أنت عراب ذلك.
والله طاح حظج امريكا,حظك سيء، يا أمريكا.
اساس شلونهم كلهم فساد ساسهم لراسهم بس قتل ودمار وتخريب بس لزموا السطلة الشيعة صدك خراب شوهوا صورة الائمة للعلم اني شيعية حنى مو شي وكلتوا طائفية منهم سيدكم وزارة بأيده وحزب بالبرلمان وبس بوك وفساد الاقل خل خلي احترام لابوه اسمه بالكا,الفساد هو الأساس، كيف هم جميعًا فاسدون من رأسهم إلى أسفلهم؟ إنهم يقتلون ويدمرون ويخربون، لكن عندما يتولون السلطة، يصبحون شيعة. إنهم حقًا يشوهون صورة الأئمة. أنا شيعية، لكننا لسنا شيئًا، ولقد قلتم إننا طائفيون. سيدكم لديه وزارة تحت سيطرته، وحزب في البرلمان، وابن وأب فاسدان. على الأقل، أظهروا بعض الاحترام لأبيه.
اشو ذبحتينه بالدورة يابا عادي عرفناها ونعرفها حالة فسيولوجية بس المو عادي اسألج بيه انت تگدرين تطلعين بالشارع وتقولين جايتني الدورة قلتي فراح تفسريه انت شي عيب واذا قلتي فأقول لك انت كذاب,"لماذا تقتليننا بالدورة، يا أبي؟ الأمر عادي، لقد عرفناها ونعرفها، إنها حالة فسيولوجية. لكن ما ليس عاديًا هو أن أسألك: هل يمكنك الخروج إلى الشارع وقول جائتني الدورة""؟ إذا قلت ذلك، فستفسرينه على أنه عيب. وإذا قلت ذلك، فسوف أقول إنك كاذبة."
لاشارد قم لاتنسيه,لا تنسَ الشارد، قم.
هوه يريد يرجعنه الورا,إنه يريد أن يعيدنا إلى الوراء.
التغريدة مو لأمثالك,هذه التغريدة ليست موجهة لأمثالك.
اتروحلة فدوة للسيد القائد هوة ملتهي ايباوع لشكولاتك التعبان,اذهب وتوسل إلى السيد القائد، فهو مشغول بمشاهدة شوكولاتك التافهة.
والله العيد ماله طعم وأهل العمائم موجودين ربي شوكت نخلص,والله، لا طعم للعيد ووجود أهل العمائم، يا رب، متى نتخلص منهم؟
دكل خر,توقف عن الثرثرة الفارغة.
يعني منطق مال تضيع شاش جان استحيت وحجيت بدليل طبعا متعدين المجتمع بقذارتهم الامراض الزبالة اللي شايليها اقذر الخنازير بالامراض اللي يحملوها وبعدين مجتمع بي هالفئة المنحطه طبعا اخاف ناسي منهم قذارتهم,هل هذا منطق؟ كان يجب أن تخجل وتتحدث بدليل. بالطبع، لقد تجاوز المجتمع بقذارته، إنهم مرضى، قمامة تحملها أقذر الخنازير. وبعد ذلك، في مجتمع توجد فيه هذه الفئة المنحطة، أنا خائف أن أنسى قذارتهم.
نتمنى قصي السهيل يطرح فكرة تخفيظ تقصيد مبالغ الكليات الاهليه لانها مكلفه الطالب والاهل كثر,نتمنى أن يقترح قصي السهيل فكرة تخفيض أو تقسيط مبالغ الكليات الأهلية، لأنها مكلفة للطالب وأهله.
عبالك كلها امك دايحة ساع,هل تعتقد أن الجميع مثل أمك التي تتجول في الشوارع؟
اشو ذبحتينه بالدورة يابا عادي عرفناها ونعرفها حالة فسيولوجية بس المو عادي اسألج بيه انت تگدرين تطلعين بالشارع وتقولين جايتني الدورة قلتي فراح تفسريه انت شي عيب واذا قلتي فأقول لك انت كذابة لان مستحيل تسوينه,لقد أرهقتنا بالدورة الشهرية، يا أبي. نحن نعرفها، إنها حالة فسيولوجية. لكن ما ليس طبيعيًا هو أن أسألك: هل يمكنك الخروج إلى الشارع وتقول إن دورتي الشهرية قد أتت؟ إذا قلت نعم، فأنت تفسرين الأمر على أنه عيب. وإذا قلت ذلك، فأنا أقول إنك كاذبة، لأنه من المستحيل أن تفعلي ذلك.
صح الاسف ماكو صيانه الجهات المختصه مطار بغداد مهمل,نعم، من المؤسف أنه لا توجد صيانة، والمطار مهمل بسبب إهمال الجهات المختصة.
بس شوية خلينة نعوف الحقد شوية ونقره زين يعني بس نتقدة احمد انتم أنتقتوه زين شبيه اكو عقل وتفكر بي مثقفين شنو شبيه يهينه يضطهدة يسبه لعد ليش هيجي يمعودين ترة فوكاكم الله ونار جهم جواكم,دعونا نترك الحقد جانبًا ولو قليلًا، ولنقرأ جيدًا. ما معنى أن ننتقد أحمد؟ أنتم انتقيتموه بعناية، أليس كذلك؟ ما الخطأ فيه؟ هناك عقل يفكر، وهناك مثقفون. لماذا يهيننا ويطهدنا ويسبنا؟ إذا كان الأمر كذلك، فلماذا نفعل ذلك يا أصدقائي؟ توقفوا عن ذلك، فالله فوقكم، وجحيم النار ينتظركم.
ارض ار,أرض، ار.
نهنئ عمار ومقتدى وقيقو بمناسبة العالمي للمراة,نهنئ عمار ومقتدى وقيقو بمناسبة اليوم العالمي للمرأة.
يعني يحتاج تسوي هذول يلا تعرف اصلا المرأة ماخذ حقه بلداننا لازم شي خطوة جهات الرسمي,يبدو أنه يحتاج إلى فعل شيء ما حتى تعرف أن المرأة حصلت على حقوقها في بلداننا. يجب أن تكون هناك خطوة ما من قبل الجهات الرسمية.
يعني بكلمة ونص عاجبته المرأ,يبدو أنه معجب بالمرأة من خلال كلمة ونصف.
وبالنسبة لوثائق طلعوها السفارة الايرانية كلها بوك يودون فلوس لايران عبالك ربهم هاي تنحسب مو لان ايران وهمة مستفادين بروسنا شوف ايران شلون نظيفة استحوا نفسهم يمن يخلون شعبهم بحاجة وينطون لغريب حسافة والله لابسين عمانة رسول ال,وبالنسبة للوثائق، لقد أصدرتها السفارة الإيرانية، إنهم يرسلون الأموال إلى إيران. أتعتقد أن الله سيحاسبهم على ذلك؟ إن إيران تستفيد منهم، وهم يستفيدون من إيران. انظروا كيف أن إيران نظيفة، إنهم يشعرون بالخجل من أنفسهم، فكيف يسمحون لشعبهم بالعيش في حاجة بينما يعطون المال للغرباء؟ إنه لأمر مخزٍ حقًا. إنهم يرتدون عمامة رسول الله.
